"id";"Name";"SkillLevel";"Effect";"Available";"Unlocked"
1846;"Final Crow";3;"[""Increase damage dealt to enemies targeting the user by 80%""]";0;0
1847;"Final Crow";4;"[""Increase damage dealt to enemies targeting the user by 90%""]";0;0
1848;"Final Crow";5;"[""Increase damage dealt to enemies targeting the user by 100%""]";0;0
1849;"Gravity Pinwheel";1;"[""Adds 20% chance of Blowdown on enemy upon being attacked (affects all)""]";0;0
1850;"Gravity Pinwheel";2;"[""Adds 22% chance of Blowdown on enemy upon being attacked (affects all)""]";0;0
1851;"Gravity Pinwheel";3;"[""Adds 25% chance of Blowdown on enemy upon being attacked (affects all)""]";0;0
1852;"Gravity Pinwheel";4;"[""Adds 27% chance of Blowdown on enemy upon being attacked (affects all)""]";0;0
1853;"Gravity Pinwheel";5;"[""Adds 30% chance of Blowdown on enemy upon being attacked (affects all)""]";0;0
1854;"Dimensional Fold";1;"[""Increases aggro every second""]";0;0
1855;"Dimensional Fold";2;"[""Increases aggro every second""]";0;0
1856;"Dimensional Fold";3;"[""Increases aggro every second""]";0;0
1857;"Dimensional Fold";4;"[""Increases aggro every second""]";0;0
1858;"Dimensional Fold";5;"[""Increases aggro every second""]";0;0
1859;"Dimensional Wrinkle";1;"[""Increases evasion rate by 15% when Affinity is at max""]";0;0
1860;"Dimensional Wrinkle";2;"[""Increases evasion rate by 23% when Affinity is at max""]";0;0
1861;"Dimensional Wrinkle";3;"[""Increases evasion rate by 30% when Affinity is at max""]";0;0
1862;"Dimensional Wrinkle";4;"[""Increases evasion rate by 38% when Affinity is at max""]";0;0
1863;"Dimensional Wrinkle";5;"[""Increases evasion rate by 45% when Affinity is at max""]";0;0
1864;"Dark Mastery";1;"[""The power of a Dark Blade""]";0;0
1865;"Dark Mastery";2;"[""The power of a Dark Blade""]";0;0
1866;"Dark Mastery";3;"[""The power of a Dark Blade""]";0;0
1867;"Salvaging Mastery";1;"[""Knowledge related to salvaging""]";0;0
1868;"Salvaging Mastery";2;"[""Knowledge related to salvaging""]";0;0
1869;"Salvaging Mastery";3;"[""Knowledge related to salvaging""]";0;0
1870;"Ancient Wisdom";1;"[""Knowledge of ancient civilizations. Used to decode writing, etc""]";0;0
1871;"Ancient Wisdom";2;"[""Knowledge of ancient civilizations. Used to decode writing, etc""]";0;0
1872;"Ancient Wisdom";3;"[""Knowledge of ancient civilizations. Used to decode writing, etc""]";0;0
1873;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1874;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1875;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
1876;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1877;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
1878;"Shred";1;"[""Increases damage dealt from the back by 100%""]";0;0
1879;"Shred";2;"[""Increases damage dealt from the back by 110%""]";0;0
1880;"Shred";3;"[""Increases damage dealt from the back by 120%""]";0;0
1881;"Shred";4;"[""Increases damage dealt from the back by 130%""]";0;0
1882;"Shred";5;"[""Increases damage dealt from the back by 140%""]";0;0
1883;"Skewer";1;"[""Increases damage dealt by 100% when HP is 90% or higher""]";0;0
1884;"Skewer";2;"[""Increases damage dealt by 110% when HP is 90% or higher""]";0;0
1885;"Skewer";3;"[""Increases damage dealt by 120% when HP is 90% or higher""]";0;0
1886;"Skewer";4;"[""Increases damage dealt by 130% when HP is 90% or higher""]";0;0
1887;"Skewer";5;"[""Increases damage dealt by 150% when HP is 90% or higher""]";0;0
1888;"Cruel World";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
1889;"Cruel World";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
1890;"Cruel World";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
1891;"Cruel World";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
1892;"Cruel World";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
1893;"Swift Kitty";1;"[""Increases auto-attack speed by 30%""]";0;0
1894;"Swift Kitty";2;"[""Increases auto-attack speed by 33%""]";0;0
1895;"Swift Kitty";3;"[""Increases auto-attack speed by 38%""]";0;0
1896;"Swift Kitty";4;"[""Increases auto-attack speed by 41%""]";0;0
1897;"Swift Kitty";5;"[""Increases auto-attack speed by 45%""]";0;0
1898;"Now You See Me...";1;"[""Reduces aggro drawn from auto-attacks by 45%""]";0;0
1899;"Now You See Me...";2;"[""Reduces aggro drawn from auto-attacks by 53%""]";0;0
1900;"Now You See Me...";3;"[""Reduces aggro drawn from auto-attacks by 60%""]";0;0
1901;"Now You See Me...";4;"[""Reduces aggro drawn from auto-attacks by 68%""]";0;0
1902;"Now You See Me...";5;"[""Reduces aggro drawn from auto-attacks by 75%""]";0;0
1903;"Quick Prep";1;"[""Reduces the cooldown time for a Blade Switch by 15%""]";0;0
1904;"Quick Prep";2;"[""Reduces the cooldown time for a Blade Switch by 23%""]";0;0
1905;"Quick Prep";3;"[""Reduces the cooldown time for a Blade Switch by 30%""]";0;0
1906;"Quick Prep";4;"[""Reduces the cooldown time for a Blade Switch by 38%""]";0;0
1907;"Quick Prep";5;"[""Reduces the cooldown time for a Blade Switch by 45%""]";0;0
1908;"Electric Mastery";1;"[""The power of an Electric Blade""]";0;0
1909;"Electric Mastery";2;"[""The power of an Electric Blade""]";0;0
1910;"Electric Mastery";3;"[""The power of an Electric Blade""]";0;0
1911;"Leaping";1;"[""The power to jump. Used to reach high places""]";0;0
1912;"Leaping";2;"[""The power to jump. Used to reach high places""]";0;0
1913;"Leaping";3;"[""The power to jump. Used to reach high places""]";0;0
1914;"Icthyology";1;"[""Knowledge related to fish""]";0;0
1915;"Icthyology";2;"[""Knowledge related to fish""]";0;0
1916;"Icthyology";3;"[""Knowledge related to fish""]";0;0
1917;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1918;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1919;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
1920;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1921;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
1922;"Diamond Crash";1;"[""Increases damage dealt to toppled enemies by 100%""]";0;0
1923;"Diamond Crash";2;"[""Increases damage dealt to toppled enemies by 110%""]";0;0
1924;"Diamond Crash";3;"[""Increases damage dealt to toppled enemies by 120%""]";0;0
1925;"Diamond Crash";4;"[""Increases damage dealt to toppled enemies by 130%""]";0;0
1926;"Diamond Crash";5;"[""Increases damage dealt to toppled enemies by 140%""]";0;0
1927;"Diamond Flight";1;"[""Reduces 20% of aggro toward user upon landing a hit.""]";0;0
1928;"Diamond Flight";2;"[""Reduces 25% of aggro toward user upon landing a hit.""]";0;0
1929;"Diamond Flight";3;"[""Reduces 30% of aggro toward user upon landing a hit.""]";0;0
1930;"Diamond Flight";4;"[""Reduces 35% of aggro toward user upon landing a hit.""]";0;0
1931;"Diamond Flight";5;"[""Reduces 40% of aggro toward user upon landing a hit.""]";0;0
1932;"Diamond Hands";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
1933;"Diamond Hands";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
1934;"Diamond Hands";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
1935;"Diamond Hands";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
1936;"Diamond Hands";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
1937;"Doublestrike";1;"[""Guarantees auto-attacks to hit twice and increases damage dealt by 20%""]";0;0
1938;"Doublestrike";2;"[""Guarantees auto-attacks to hit twice and increases damage dealt by 22%""]";0;0
1939;"Doublestrike";3;"[""Guarantees auto-attacks to hit twice and increases damage dealt by 25%""]";0;0
1940;"Doublestrike";4;"[""Guarantees auto-attacks to hit twice and increases damage dealt by 27%""]";0;0
1941;"Doublestrike";5;"[""Guarantees auto-attacks to hit twice and increases damage dealt by 30%""]";0;0
1942;"Stay True";1;"[""Increases auto-attack damage by 20%""]";0;0
1943;"Stay True";2;"[""Increases auto-attack damage by 40%""]";0;0
1944;"Stay True";3;"[""Increases auto-attack damage by 60%""]";0;0
1945;"Stay True";4;"[""Increases auto-attack damage by 80%""]";0;0
1946;"Stay True";5;"[""Increases auto-attack damage by 100%""]";0;0
1947;"Bushido";1;"[""Increases damage dealt from the front by 10%""]";0;0
1948;"Bushido";2;"[""Increases damage dealt from the front by 20%""]";0;0
1949;"Bushido";3;"[""Increases damage dealt from the front by 30%""]";0;0
1950;"Bushido";4;"[""Increases damage dealt from the front by 40%""]";0;0
1951;"Bushido";5;"[""Increases damage dealt from the front by 50%""]";0;0
1952;"Fire Mastery";1;"[""The power of a Fire Blade""]";0;0
1953;"Fire Mastery";2;"[""The power of a Fire Blade""]";0;0
1954;"Fire Mastery";3;"[""The power of a Fire Blade""]";0;0
1955;"Mineralogy";1;"[""Knowledge related to minerals""]";0;0
1956;"Mineralogy";2;"[""Knowledge related to minerals""]";0;0
1957;"Mineralogy";3;"[""Knowledge related to minerals""]";0;0
1958;"Fortitude";1;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
1959;"Fortitude";2;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
1960;"Fortitude";3;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
1961;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
1962;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
1963;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
1964;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
1965;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
1966;"Dead Ball";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
1967;"Dead Ball";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
1968;"Dead Ball";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
1969;"Dead Ball";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
1970;"Dead Ball";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
1971;"Berserk March";1;"[""Increases aggro drawn from Specials by 60%""]";0;0
1972;"Berserk March";2;"[""Increases aggro drawn from Specials by 70%""]";0;0
1973;"Berserk March";3;"[""Increases aggro drawn from Specials by 80%""]";0;0
1974;"Berserk March";4;"[""Increases aggro drawn from Specials by 90%""]";0;0
1975;"Berserk March";5;"[""Increases aggro drawn from Specials by 100%""]";0;0
1976;"Earth Breath";1;"[""When landing a hit, restores 30% of damage dealt to the whole party""]";0;0
1977;"Earth Breath";2;"[""When landing a hit, restores 35% of damage dealt to the whole party""]";0;0
1978;"Earth Breath";3;"[""When landing a hit, restores 40% of damage dealt to the whole party""]";0;0
1979;"Earth Breath";4;"[""When landing a hit, restores 45% of damage dealt to the whole party""]";0;0
1980;"Earth Breath";5;"[""When landing a hit, restores 50% of damage dealt to the whole party""]";0;0
1981;"Senton";1;"[""Increases dmg dealt to toppled enemies by 50%, extending Topple duration""]";0;0
1982;"Senton";2;"[""Increases dmg dealt to toppled enemies by 75%, extending Topple duration""]";0;0
1983;"Senton";3;"[""Increases dmg dealt to toppled enemies by 100%, extending Topple duration""]";0;0
1984;"Senton";4;"[""Increases dmg dealt to toppled enemies by 125%, extending Topple duration""]";0;0
1985;"Senton";5;"[""Increases dmg dealt to toppled enemies by 150%, extending Topple duration""]";0;0
1986;"Double Team";1;"[""Increases Blade's Lv 4 Special damage by 60%""]";0;0
1987;"Double Team";2;"[""Increases Blade's Lv 4 Special damage by 90%""]";0;0
1988;"Double Team";3;"[""Increases Blade's Lv 4 Special damage by 120%""]";0;0
1989;"Double Team";4;"[""Increases Blade's Lv 4 Special damage by 150%""]";0;0
1990;"Double Team";5;"[""Increases Blade's Lv 4 Special damage by 180%""]";0;0
1991;"Trespass";1;"[""Deals damage to all enemies when swapped in via Blade Switch""]";0;0
1992;"Trespass";2;"[""Deals damage to all enemies when swapped in via Blade Switch""]";0;0
1993;"Trespass";3;"[""Deals damage to all enemies when swapped in via Blade Switch""]";0;0
1994;"Trespass";4;"[""Deals damage to all enemies when swapped in via Blade Switch""]";0;0
1995;"Trespass";5;"[""Deals damage to all enemies when swapped in via Blade Switch""]";0;0
1996;"Earth Mastery";1;"[""The power of a Earth Blade""]";0;0
1997;"Earth Mastery";2;"[""The power of a Earth Blade""]";0;0
1998;"Earth Mastery";3;"[""The power of a Earth Blade""]";0;0
1999;"Nopon Wisdom";1;"[""Knowledge related to Nopon. Decode writing, speak Nopon, etc""]";0;0
2000;"Nopon Wisdom";2;"[""Knowledge related to Nopon. Decode writing, speak Nopon, etc""]";0;0
2001;"Nopon Wisdom";3;"[""Knowledge related to Nopon. Decode writing, speak Nopon, etc""]";0;0
2002;"Botany";1;"[""Knowledge related to plants""]";0;0
2003;"Botany";2;"[""Knowledge related to plants""]";0;0
2004;"Botany";3;"[""Knowledge related to plants""]";0;0
2005;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
2006;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
2007;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
2008;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
2009;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
2010;"Storm Edge";1;"[""Increases critical damage by 25%""]";0;0
2011;"Storm Edge";2;"[""Increases critical damage by 40%""]";0;0
2012;"Storm Edge";3;"[""Increases critical damage by 55%""]";0;0
2013;"Storm Edge";4;"[""Increases critical damage by 70%""]";0;0
2014;"Storm Edge";5;"[""Increases critical damage by 85%""]";0;0
2015;"Engrave";1;"[""Increases aggro drawn from Specials by 60%""]";0;0
2016;"Engrave";2;"[""Increases aggro drawn from Specials by 70%""]";0;0
2017;"Engrave";3;"[""Increases aggro drawn from Specials by 80%""]";0;0
2018;"Engrave";4;"[""Increases aggro drawn from Specials by 90%""]";0;0
2019;"Engrave";5;"[""Increases aggro drawn from Specials by 100%""]";0;0
2020;"Death Match";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
2021;"Death Match";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
2022;"Death Match";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
2023;"Death Match";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
2024;"Death Match";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
2025;"Armor Piercing";1;"[""Adds 60% chance to annul defense""]";0;0
2026;"Armor Piercing";2;"[""Adds 70% chance to annul defense""]";0;0
2027;"Armor Piercing";3;"[""Adds 80% chance to annul defense""]";0;0
2028;"Armor Piercing";4;"[""Adds 90% chance to annul defense""]";0;0
2029;"Armor Piercing";5;"[""Adds 100% chance to annul defense""]";0;0
2030;"Nullify Defense";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
2031;"Nullify Defense";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
2032;"Nullify Defense";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
2033;"Nullify Defense";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
2034;"Nullify Defense";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
2035;"Heartless Kill";1;"[""Increases damage dealt by a surprise attack by 100%""]";0;0
2036;"Heartless Kill";2;"[""Increases damage dealt by a surprise attack by 125%""]";0;0
2037;"Heartless Kill";3;"[""Increases damage dealt by a surprise attack by 150%""]";0;0
2038;"Heartless Kill";4;"[""Increases damage dealt by a surprise attack by 175%""]";0;0
2039;"Heartless Kill";5;"[""Increases damage dealt by a surprise attack by 200%""]";0;0
2040;"Wind Mastery";1;"[""The power of a Wind Blade""]";0;0
2041;"Wind Mastery";2;"[""The power of a Wind Blade""]";0;0
2042;"Wind Mastery";3;"[""The power of a Wind Blade""]";0;0
2043;"Superstrength";1;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
2044;"Superstrength";2;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
2045;"Superstrength";3;"[""Extraordinary physical strength. Used to break things, lift them up, etc""]";0;0
2046;"Entomology";1;"[""Knowledge related to insects""]";0;0
2047;"Entomology";2;"[""Knowledge related to insects""]";0;0
2048;"Entomology";3;"[""Knowledge related to insects""]";0;0
2049;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
2050;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
2051;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
2052;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
2053;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
2054;"ECHIDNA";1;"[""Increases critical damage by 25%""]";0;0
2055;"ECHIDNA";2;"[""Increases critical damage by 40%""]";0;0
2056;"ECHIDNA";3;"[""Increases critical damage by 55%""]";0;0
2057;"ECHIDNA";4;"[""Increases critical damage by 70%""]";0;0
2058;"ECHIDNA";5;"[""Increases critical damage by 85%""]";0;0
2059;"MAGDALENE 16";1;"[""Increases damage dealt to higher-level enemies by 60%""]";0;0
2060;"MAGDALENE 16";2;"[""Increases damage dealt to higher-level enemies by 70%""]";0;0
2061;"MAGDALENE 16";3;"[""Increases damage dealt to higher-level enemies by 80%""]";0;0
2062;"MAGDALENE 16";4;"[""Increases damage dealt to higher-level enemies by 90%""]";0;0
2063;"MAGDALENE 16";5;"[""Increases damage dealt to higher-level enemies by 100%""]";0;0
2064;"T-SKYLLA";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
2065;"T-SKYLLA";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
2066;"T-SKYLLA";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
2067;"T-SKYLLA";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
2068;"T-SKYLLA";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
2069;"Phase Transition Tech";1;"[""Annuls enemy defense and increases Special damage dealt by 60%""]";0;0
2070;"Phase Transition Tech";2;"[""Annuls enemy defense and increases Special damage dealt by 70%""]";0;0
2071;"Phase Transition Tech";3;"[""Annuls enemy defense and increases Special damage dealt by 80%""]";0;0
2072;"Phase Transition Tech";4;"[""Annuls enemy defense and increases Special damage dealt by 90%""]";0;0
2073;"Phase Transition Tech";5;"[""Annuls enemy defense and increases Special damage dealt by 100%""]";0;0
2074;"Heaven's Tracker";1;"[""Increases dmg a Driver deals by 100% (max 500%) each time they fall.""]";0;0
2075;"Heaven's Tracker";2;"[""Increases dmg a Driver deals by 125% (max 500%) each time they fall.""]";0;0
2076;"Heaven's Tracker";3;"[""Increases dmg a Driver deals by 150% (max 500%) each time they fall.""]";0;0
2077;"Heaven's Tracker";4;"[""Increases dmg a Driver deals by 175% (max 500%) each time they fall.""]";0;0
2078;"Heaven's Tracker";5;"[""Increases dmg a Driver deals by 200% (max 500%) each time they fall.""]";0;0
2079;"Heartbreaker";1;"[""Increases damage dealt for each enemy incapacitated by 60% (max: 300%)""]";0;0
2080;"Heartbreaker";2;"[""Increases damage dealt for each enemy incapacitated by 70% (max: 300%)""]";0;0
2081;"Heartbreaker";3;"[""Increases damage dealt for each enemy incapacitated by 80% (max: 300%)""]";0;0
2082;"Heartbreaker";4;"[""Increases damage dealt for each enemy incapacitated by 60% (max: 300%)""]";0;0
2083;"Heartbreaker";5;"[""Increases damage dealt for each enemy incapacitated by 100% (max: 300%)""]";0;0
2084;"Dark Mastery";1;"[""The Power of a Dark Blade""]";0;0
2085;"Dark Mastery";2;"[""The Power of a Dark Blade""]";0;0
2086;"Dark Mastery";3;"[""The Power of a Dark Blade""]";0;0
2087;"Dark Mastery";4;"[""The Power of a Dark Blade""]";0;0
2088;"Dark Mastery";5;"[""The Power of a Dark Blade""]";0;0
2089;"Salvaging Mastery";1;"[""Knowledge related to salvaging""]";0;0
2090;"Salvaging Mastery";2;"[""Knowledge related to salvaging""]";0;0
2091;"Salvaging Mastery";3;"[""Knowledge related to salvaging""]";0;0
2092;"Leaping";1;"[""The power to jump. Used to reach high places""]";0;0
2093;"Leaping";2;"[""The power to jump. Used to reach high places""]";0;0
2094;"Leaping";3;"[""The power to jump. Used to reach high places""]";0;0
2095;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
2096;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
2097;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
2098;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
2099;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
2100;"Buster Cyclone";1;"[""Increases aggro drawn from Specials by 60%""]";0;0
2101;"Buster Cyclone";2;"[""Increases aggro drawn from Specials by 70%""]";0;0
2102;"Buster Cyclone";3;"[""Increases aggro drawn from Specials by 80%""]";0;0
2103;"Buster Cyclone";4;"[""Increases aggro drawn from Specials by 90%""]";0;0
2104;"Buster Cyclone";5;"[""Increases aggro drawn from Specials by 100%""]";0;0
2105;"Buster Cannon";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
2106;"Buster Cannon";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
2107;"Buster Cannon";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
2108;"Buster Cannon";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
2109;"Buster Cannon";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
2110;"Buster Mirage";1;"[""Increase damage dealt to enemies targeting the user by 60%""]";0;0
2111;"Buster Mirage";2;"[""Increase damage dealt to enemies targeting the user by 70%""]";0;0
2112;"Buster Mirage";3;"[""Increase damage dealt to enemies targeting the user by 80%""]";0;0
2113;"Buster Mirage";4;"[""Increase damage dealt to enemies targeting the user by 90%""]";0;0
2114;"Buster Mirage";5;"[""Increase damage dealt to enemies targeting the user by 100%""]";0;0
2115;"Hyperaffinity Circuit";1;"[""Deal 60% more and take 10% less damage at max Affinity""]";0;0
2116;"Hyperaffinity Circuit";2;"[""Deal 70% more and take 15% less damage at max Affinity""]";0;0
2117;"Hyperaffinity Circuit";3;"[""Deal 80% more and take 20% less damage at max Affinity""]";0;0
2118;"Hyperaffinity Circuit";4;"[""Deal 90% more and take 25% less damage at max Affinity""]";0;0
2119;"Hyperaffinity Circuit";5;"[""Deal 100% more and take 30% less damage at max Affinity""]";0;0
2120;"Hardware Acceleration";1;"[""Increases auto-attack speed by 15% and Arts speed by 10%""]";0;0
2121;"Hardware Acceleration";2;"[""Increases auto-attack speed by 17% and Arts speed by 12%""]";0;0
2122;"Hardware Acceleration";3;"[""Increases auto-attack speed by 20% and Arts speed by 15%""]";0;0
2123;"Hardware Acceleration";4;"[""Increases auto-attack speed by 22% and Arts speed by 17%""]";0;0
2124;"Hardware Acceleration";5;"[""Increases auto-attack speed by 25% and Arts speed by 20%""]";0;0
2125;"Reconstitute";1;"[""Increases dmg of lv4 Special by 250% each time it's used (max: 1000%)""]";0;0
2126;"Reconstitute";2;"[""Increases dmg of lv4 Special by 275% each time it's used (max: 1000%)""]";0;0
2127;"Reconstitute";3;"[""Increases dmg of lv4 Special by 300% each time it's used (max: 1000%)""]";0;0
2128;"Reconstitute";4;"[""Increases dmg of lv4 Special by 325% each time it's used (max: 1000%)""]";0;0
2129;"Reconstitute";5;"[""Increases dmg of lv4 Special by 350% each time it's used (max: 1000%)""]";0;0
2130;"Entomology";1;"[""Knowledge related to insects""]";0;0
2131;"Entomology";2;"[""Knowledge related to insects""]";0;0
2132;"Entomology";3;"[""Knowledge related to insects""]";0;0
2133;"Salvaging Mastery";1;"[""Knowledge related to salvaging""]";0;0
2134;"Salvaging Mastery";2;"[""Knowledge related to salvaging""]";0;0
2135;"Salvaging Mastery";3;"[""Knowledge related to salvaging""]";0;0
2136;"Superstrength";1;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
2137;"Superstrength";2;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
2138;"Superstrength";3;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
2139;"Superstrength";4;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
2140;"Superstrength";5;"[""Extraordinary physical strength. Used to break things, lift them, etc""]";0;0
2141;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
2142;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
2143;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
2144;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
2145;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
2146;"Monado Purge";1;"[""60% chance to remove awakened status from enemy when using Special""]";0;0
2147;"Monado Purge";2;"[""70% chance to remove awakened status from enemy when using Special""]";0;0
2148;"Monado Purge";3;"[""80% chance to remove awakened status from enemy when using Special""]";0;0
2149;"Monado Purge";4;"[""90% chance to remove awakened status from enemy when using Special""]";0;0
2150;"Monado Purge";5;"[""100% chance to remove awakened status from enemy when using Special""]";0;0
2151;"Monado Cyclone";1;"[""Increases critical damage by 25%""]";0;0
2152;"Monado Cyclone";2;"[""Increases critical damage by 40%""]";0;0
2153;"Monado Cyclone";3;"[""Increases critical damage by 55%""]";0;0
2154;"Monado Cyclone";4;"[""Increases critical damage by 70%""]";0;0
2155;"Monado Cyclone";5;"[""Increases critical damage by 85%""]";0;0
2156;"Monado Buster";1;"[""Adds a 60% chance of dealing a guard-annulling attack.""]";0;0
2157;"Monado Buster";2;"[""Adds a 70% chance of dealing a guard-annulling attack.""]";0;0
2158;"Monado Buster";3;"[""Adds a 80% chance of dealing a guard-annulling attack.""]";0;0
2159;"Monado Buster";4;"[""Adds a 90% chance of dealing a guard-annulling attack.""]";0;0
2160;"Monado Buster";5;"[""Adds a 100% chance of dealing a guard-annulling attack.""]";0;0
2161;"Vision";1;"[""Can negate powerful enemy attack via button challenge (100 sec cooldown)""]";0;0
2162;"Vision";2;"[""Can negate powerful enemy attack via button challenge (90 sec cooldown)""]";0;0
2163;"Vision";3;"[""Can negate powerful enemy attack via button challenge (80 sec cooldown)""]";0;0
2164;"Vision";4;"[""Can negate powerful enemy attack via button challenge (70 sec cooldown)""]";0;0
2165;"Vision";5;"[""Can negate powerful enemy attack via button challenge (60 sec cooldown)""]";0;0
2166;"Monado Enchant";1;"[""Increases damage dealt by the party by 20% when at max Affinity""]";0;0
2167;"Monado Enchant";2;"[""Increases damage dealt by the party by 24% when at max Affinity""]";0;0
2168;"Monado Enchant";3;"[""Increases damage dealt by the party by 28% when at max Affinity""]";0;0
2169;"Monado Enchant";4;"[""Increases damage dealt by the party by 32% when at max Affinity""]";0;0
2170;"Monado Enchant";5;"[""Increases damage dealt by the party by 40% when at max Affinity""]";0;0
2171;"Monado Speed";1;"[""Increases the accuracy and evasion rate of the team by 24% at max Affinity""]";0;0
2172;"Monado Speed";2;"[""Increases the accuracy and evasion rate of the team by 28% at max Affinity""]";0;0
2173;"Monado Speed";3;"[""Increases the accuracy and evasion rate of the team by 32% at max Affinity""]";0;0
